2019-07-07 06:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 06:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 07:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 08:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 09:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 10:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 11:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:00 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:02 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:03 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:24 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:25 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:26 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:27 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:28 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:29 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:30 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:31 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:32 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:33 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:34 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:35 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:36 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:37 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:38 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:39 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:40 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:41 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:42 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:43 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:44 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:45 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:46 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:47 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:48 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:49 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:50 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:51 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:52 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:53 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:54 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:55 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:56 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:57 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:58 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 12:59 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:01 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:04 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:05 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:06 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:07 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:08 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:09 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:10 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:11 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:12 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:13 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:14 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:15 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:16 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:17 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:18 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:19 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:20 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:21 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:22 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:23 0 0 0 0 0 -100 0 1 2500 8000
2019-07-07 13:24 0 0 0 0 0 -100 0 1 2500 8000
